1596.043, 160.054, 156.771
1436.950, 145.430, 167.439
1063.683, 594.273, 32.023
263.404, 731.581, 248.598
1268.347, 311.705, 147.654
1043.404, 897.968, 212.087
389.183, 259.273, 188.669
1529.065, 871.618, 151.217
629.055, 1060.303, 214.965
236.521, 835.115, 99.158
738.517, 25.131, 154.209
539.010, 988.073, 63.544
1493.345, 674.972, 48.644
1017.724, 1011.180, 102.986
875.590, 835.412, 165.619
1020.036, 667.535, 206.430
1866.165, 571.702, 191.631
1626.890, 817.422, 135.106
1750.800, 628.617, 217.390
459.694, 143.808, 180.010
820.370, 1028.520, 198.610
1391.166, 308.975, 104.089
1482.060, 668.750, 227.969
560.111, 105.519, 230.634
705.919, 560.714, 249.960
896.504, 391.617, 46.947
1098.029, 840.576, 67.317
1318.464, 704.388, 221.583
1819.218, 892.392, 195.524
1008.126, 371.093, 146.810
1241.594, 660.838, 99.773
1772.326, 702.174, 203.416
745.275, 491.742, 47.378
1665.261, 638.621, 143.124
1523.156, 547.796, 59.875
768.285, 877.526, 24.736
1099.063, 592.807, 214.561
1462.197, 842.282, 31.477
1814.745, 863.341, 206.038
1020.088, 865.955, 22.169
787.652, 653.606, 137.408
404.049, 33.172, 187.463
50.410, 20.809, 249.953
121.976, 14.559, 197.724
625.087, 1024.314, 186.280
1443.214, 660.164, 235.450
1388.765, 971.463, 98.677
924.463, 846.437, 241.625
533.223, 26.249, 201.231
944.383, 761.523, 242.588
1519.040, 638.079, 26.697
611.237, 126.555, 68.239
601.615, 284.847, 179.278
1685.759, 1064.154, 127.884
879.489, 883.731, 239.035
689.866, 740.528, 79.937
1899.939, 238.989, 38.569
1192.964, 478.254, 115.555
1357.104, 99.079, 99.034
1482.080, 401.261, 212.171
1614.835, 222.315, 215.301
1092.190, 947.578, 43.396
1553.694, 894.357, 175.062
932.201, 791.794, 99.641
1164.704, 829.044, 176.793
1605.354, 228.424, 213.642
1420.202, 929.319, 174.804
428.613, 614.905, 57.122
447.317, 709.741, 75.469
376.780, 782.326, 204.088
1857.566, 899.592, 27.923
849.000, 1051.839, 100.054
644.225, 391.319, 219.756
345.717, 702.042, 57.923
188.739, 498.863, 190.063
1601.520, 99.970, 224.942
1280.290, 342.242, 207.723
506.607, 443.419, 68.681
1834.100, 1078.171, 156.562
1449.224, 57.409, 236.732
361.158, 148.322, 239.283
1292.805, 576.078, 186.735
1062.787, 397.553, 20.449
750.750, 462.963, 76.471
808.830, 789.522, 126.431
829.350, 794.373, 187.658
1749.116, 433.697, 111.604
1004.366, 776.676, 229.340
401.370, 119.735, 57.415
314.231, 746.547, 83.068
1390.106, 792.138, 151.975
249.284, 598.200, 224.542
487.414, 23.040, 102.399
1515.391, 172.717, 117.407
116.023, 249.977, 223.959
1554.048, 748.884, 27.198
754.036, 5.058, 175.501
1776.564, 931.064, 84.955
1656.940, 1077.075, 234.218
1676.743, 235.005, 154.020
734.964, 497.385, 240.411
847.962, 360.296, 34.010
1368.639, 818.823, 139.045
727.870, 1060.892, 47.553
393.817, 549.550, 70.232
1828.086, 556.526, 144.912
1918.072, 23.136, 44.668
1793.395, 1054.146, 112.000
1727.000, 34.986, 93.206
547.694, 491.983, 111.862
1608.234, 120.066, 126.076
1667.659, 873.977, 114.978
426.353, 1059.803, 75.262
1674.166, 319.557, 35.503
1352.573, 647.784, 65.747
1877.983, 618.265, 46.048
1670.866, 529.926, 151.230
531.617, 857.084, 222.812
1273.275, 401.850, 87.283
425.398, 914.912, 241.702
882.650, 486.135, 174.562
805.358, 507.764, 55.787
456.309, 935.230, 49.372
1246.101, 1010.711, 117.072
827.693, 856.902, 148.507
1127.385, 384.146, 84.566
1228.312, 744.825, 128.566
1253.915, 131.331, 173.668
1718.609, 54.324, 243.673
1901.015, 863.955, 166.419
1624.776, 504.112, 74.285
765.983, 170.123, 210.094
1180.585, 1072.656, 209.990
832.361, 405.881, 30.679
970.281, 309.045, 247.859
1050.311, 550.006, 130.776
36.543, 91.421, 152.459
370.080, 973.853, 62.254
739.852, 15.002, 183.325
1441.731, 921.751, 93.833
1791.068, 968.755, 105.882
1277.759, 760.600, 178.101
1773.079, 162.695, 69.268
1360.480, 950.501, 237.325
1104.833, 913.358, 212.047
560.478, 1033.247, 173.632
1341.750, 493.864, 157.196
1740.248, 600.002, 49.077
1179.811, 432.031, 94.938
1225.312, 245.096, 238.505
573.611, 940.883, 186.601
1824.758, 1030.383, 194.046
1043.088, 1060.851, 238.626
1709.621, 55.647, 200.929
1627.972, 273.015, 21.499
1243.150, 264.595, 189.229
1056.847, 1010.953, 138.945
1828.920, 548.177, 117.990
1331.594, 821.639, 177.188
205.685, 340.499, 106.819
